match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,match_id
Zimbabwe Vs Scotland,Zimbabwe,Tendai Chatara,4,1,14,2,3.50,14,1,0,0,0,T20I # 1838
Zimbabwe Vs Scotland,Zimbabwe,Richard Ngarava,4,0,28,2,7.00,12,4,0,1,1,T20I # 1838
Zimbabwe Vs Scotland,Zimbabwe,Blessing Muzarabani,4,0,34,1,8.50,9,5,0,0,2,T20I # 1838
Zimbabwe Vs Scotland,Zimbabwe,Sean Williams,3,0,19,0,6.33,4,1,0,0,0,T20I # 1838
Zimbabwe Vs Scotland,Zimbabwe,Sikandar Raza,4,0,20,1,5.00,10,0,0,2,0,T20I # 1838
Zimbabwe Vs Scotland,Zimbabwe,Wessly Madhevere,1,0,7,0,7.00,1,0,0,0,0,T20I # 1838
Zimbabwe Vs Scotland,Scotland,Brad Wheal,4,0,26,1,6.50,12,4,0,0,0,T20I # 1838
Zimbabwe Vs Scotland,Scotland,Josh Davey,3,0,16,2,5.33,8,1,0,0,1,T20I # 1838
Zimbabwe Vs Scotland,Scotland,Safyaan Sharif,2.3,0,23,0,9.20,4,3,0,0,1,T20I # 1838
Zimbabwe Vs Scotland,Scotland,Mark Watt,4,0,19,1,4.75,9,1,0,0,0,T20I # 1838
Zimbabwe Vs Scotland,Scotland,Michael Leask,4,0,36,1,9.00,4,2,1,0,0,T20I # 1838
Zimbabwe Vs Scotland,Scotland,Calum MacLeod,1,0,11,0,11.00,0,0,1,0,0,T20I # 1838
Australia Vs New Zealand,Australia,Mitchell Starc,4,0,36,0,9.00,5,3,1,0,0,T20I # 1839
Australia Vs New Zealand,Australia,Josh Hazlewood,4,0,41,2,10.25,8,5,1,1,0,T20I # 1839
Australia Vs New Zealand,Australia,Pat Cummins,4,0,46,0,11.50,8,4,2,2,0,T20I # 1839
Australia Vs New Zealand,Australia,Marcus Stoinis,4,0,38,0,9.50,3,1,2,1,0,T20I # 1839
Australia Vs New Zealand,Australia,Adam Zampa,4,0,39,1,9.75,4,2,2,1,0,T20I # 1839
Australia Vs New Zealand,New Zealand,Trent Boult,4,0,24,2,6.00,13,2,1,1,0,T20I # 1839
Australia Vs New Zealand,New Zealand,Tim Southee,2.1,0,6,3,2.76,10,1,0,0,0,T20I # 1839
Australia Vs New Zealand,New Zealand,Mitchell Santner,4,0,31,3,7.75,10,2,2,0,0,T20I # 1839
Australia Vs New Zealand,New Zealand,Lockie Ferguson,3,0,20,1,6.66,9,2,1,0,0,T20I # 1839
Australia Vs New Zealand,New Zealand,Ish Sodhi,4,0,29,1,7.25,8,2,1,1,0,T20I # 1839
England Vs Afghanistan,England,Ben Stokes,4,0,19,2,4.75,14,2,0,1,0,T20I # 1840
England Vs Afghanistan,England,Chris Woakes,4,0,24,1,6.00,15,2,1,1,0,T20I # 1840
England Vs Afghanistan,England,Mark Wood,4,0,23,2,5.75,14,2,1,0,0,T20I # 1840
England Vs Afghanistan,England,Sam Curran,3.4,0,10,5,2.72,16,1,0,1,0,T20I # 1840
England Vs Afghanistan,England,Adil Rashid,4,0,32,0,8.00,4,1,1,0,0,T20I # 1840
